"Numbering","Source","HusbandName","HusbandTribe","HusbandSubtribe1","HusbandSubtribe2","HusbandSubtribe3","HusbandSubtribe4","nonQurayshAffilation","HusbandGeneration","WifeName","WifeTribe","WifeSubtribe1","WifeSubtribe2","WifeSubtribe3","WifeSubtribe4","nonQurayshGeneology","WifeGeneration","Sons","Daughters","Geography","Notes1","Notes2","Notes3","Notes4","H Lat","H Lng","W Lat","W Lng"
2077,"NQ393","حبيب بن وهب بن حذافة بن جمح","Quraysh","Jumah",,,,,3,"خبيبة بنت ابو مهمهة بن عبد العزى بن عامرة بن عميرة بن وديعة بن الحارث بن فهر","Quraysh","Harith b. Fihr",,,,,1,1,,,,,,,,,,
2078,"NQ394","مظعون بن حبيب بن وهب بن حذافة بن جمح","Quraysh","Jumah",,,,,4,"سخيلة بنت العنبس بن وهبان بن حذافة بن جمح","Quraysh","Jumah",,,,,4,3,1,,,,,,,,,
2079,"NQ394","الحارث بن معمر بن حبيب ( بن وهب بن حذافة بن جمح)","Quraysh","Jumah",,,,,5,"قتيلة بنت مظعون بن حبيب بن وهب بن حذافة بن جمح","Quraysh","Jumah",,,,,5,2,,,,,,,,,,
2080,"NQ394","مظعون بن حبيب بن وهب بن حذافة بن جمح","Quraysh","Jumah",,,,,4,"غزية بنت الحويرث بن العنبس بن وهبان بن حذافة بن جمح","Quraysh","Jumah",,,,,5,1,,,,,,,,,,
2081,"NQ394","مظعون بن حبيب بن وهب بن حذافة بن جمح","Quraysh","Jumah",,,,,4,"ريطة بنت عبد عمرو بن نضلة بن غبشان من خزاعة","Khuza'a",,,,,,,,1,,"According to NQ wife's brother fought at Badr and was a hilf of Zuhra",,,,,,,
2083,"NQ394","عثمان بن مظعون بن حبيب بن وهب بن حذافة بن جمح","Quraysh","Jumah",,,,,5,"خولة بنت حكيم بن امية بن حارثة بن الاوقص السلمى","Qays Aylan","Sulaym ",,,,"Full genealogy NQ345.16",,2,,,,,,,,,,
2084,"NQ394","معمر بن حبيب بن وهب بن حذافة بن جمح","Quraysh","Jumah",,,,,4,"بنت موهب بن نمران","Kinda",,,,,"NQ280",,1,,,"NQ280 wife is given a name ","This woman was Marwan's grandmother, and he was derided as the 'son of the blue-eyed one' because she was non-Arab. Her blue-eyed nickname is mentioned here in the NQ",,,,,,
2085,"NQ394","معمر بن حبيب بن وهب بن حذافة بن جمح","Quraysh","Jumah",,,,,4,"Unnamed امه من اهل اليمن","Yemen",,,,,,,1,,,,,,,,,,
2086,"NQ395","معمر بن حبيب بن وهب بن حذافة بن جمح","Quraysh","Jumah",,,,,4,"Concubine",,,,,,,,1,,,"Very early concubinage - though this genealogy and relationship with Jumah is very complicated (see online sources and this section of the NQ)",,,,,,,
2088,"NQ395","علقمة (بن عبد الله بن ابو قيس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤي NQ366)","Quraysh","Amir b. Lu'ayy",,,,,4,"جویریة بنت الحارث بن معمر بن حبيب  بن وهب بن حذافة بن جمح","Quraysh","Jumah",,,,,6,1,,,"This is contradicted in his section (NQ425.4) and NQ134.15 where Abbas's mother is given as a woman of Nawfal",,,,,,,
2089,"NQ395","حاطب بن الحارث بن معمر بن حبيب بن وهب بن حذافة بن جمح","Quraysh","Jumah",,,,,6,"ام جميل بنت المجلل بن (بن عبد بن ابو قيس) عبد ود بن نصر بن مالك بن حسل (بن عامر بن لؤي NQ366)","Quraysh","Amir b. Lu'ayy",,,,,5,2,,,"There are two links in her patriline that are missing (inserted in brackets). Interestingly, the full genealogy is only given for this marriage, not the earlier one for Alqama (see above), so perhaps someone is trying to cover up the glaring discrepancy that this would cause",,,,,,,
2090,"NQ395","حاطب بن الحارث بن معمر بن حبيب بن وهب بن حذافة بن جمح","Quraysh","Jumah",,,,,6,"Concubine",,,,,,,,1,,,"Concubine is named",,,,,,,
2091,"NQ396","ابراهيم بن محمد بن حاطب بن الحارث بن معمر بن حبيب بن وهب بن حذافة بن جمح","Quraysh","Jumah",,,,,8,"عائشة بنت قدامة بن مظعون","Quraysh","Jumah",,,,,6,2,,,"Poor alignment for a cousin marriage",,,,,,,
2092,"NQ396","لقمان بن محمد بن حاطب بن الحارث بن معمر بن حبيب بن وهب بن حذافة بن جمح","Quraysh","Jumah",,,,,8,"Concubine",,,,,,,,1,,,,,,,,,,
2093,"NQ396","الحطاب بن الحارث بن معمر بن حبيب بن وهب بن حذافة بن جمح","Quraysh","Jumah",,,,,6,"كريمة بنت ابو فكيهة بن يسار","Kinda",,,,,"Family origins seem unusual and there are errors in the NQ; Abu Fukayha is Yasar. Look up her sister Burayka on interent for the Kinda origin",,,,,,,,,,,,
2094,"NQ396","الحطاب بن عبد الحميد بن محمد بن الحطاب بن الحارث بن معمر بن حبيب بن وهب بن حذافة بن جمح","Quraysh","Jumah",,,,,9,"السيدة بنت الحطاب بن محمد بن الحطاب بن الحارث","Quraysh","Jumah",,,,,9,1,,,"Cousin marriage",,,,,,,
2095,"NQ396","وهبان بن وهب بن حذافة بن جمح بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Jumah",,,,,3,"بنت عويج بن سعد بن جمح","Quraysh","Jumah",,,,,3,2,,,,,,,,,,
2096,"NQ396","العنبس بن وهبان بن وهب بن حذافة بن جمح بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Jumah",,,,,4,"دعد بنت بد بن جهمة من کعب خزاعة","Khuza'a","Ka'b",,,,,,,,,,,,,,,,
2097,"NQ397","اهيب بن حذافة بن جمح","Quraysh","Jumah",,,,,2,"ام راشد بنت عبد بن عمران بن مخزوم","Quraysh","Makhzum",,,,,3,2,1,,,,,,,,,
2098,"NQ397","عمرو بن اهيب بن حذافة بن جمح","Quraysh","Jumah",,,,,3,"سبيعة الصغرى بنت الاجب بن زبينة النضرى","Qays Aylan","Hawazin","Nadr (Nasr?)",,,"See above for patriline",,3,,,"NQ gives tribal affiliation as Nasri (see previous mentions of wife's father)",,,,,,,
2099,"NQ397","سابط بن ابو حميضة بن عمرو بن اهيب بن حذافة بن جمح","Quraysh","Jumah",,,,,5,"ام موسى/تماضر بنت الاعور بن عمرو بن اهيب","Quraysh","Jumah",,,,,5,7,,,"Cousin marriage",,,,,,,
2100,"NQ397","عمير بن اهيب بن حذافة بن جمح","Quraysh","Jumah",,,,,3,"هالة بنت عويج بن سعد بن جمح","Quraysh","Jumah",,,,,3,2,,,,,,,,,,
2101,"NQ397","عمير بن اهيب بن حذافة بن جمح","Quraysh","Jumah",,,,,3,"هند بنت منقذ بن ربيع بن جعثمة بن سعد بن مليح","Khuza'a",,,,,"See above for patriline",,1,,,,,,,,,,
2102,"NQ398","جعفر بن عبد الله بن الحسين بن على بن الحسين بن على بن ابو طالب","Quraysh","Qusayy","Hashim","Ali","Husayn",,10,"ام اياس بنت محمد بن مسلم بن مرة بن ابو عزة بن عبد الله بن عمير بن اهيب بن حذافة بن جمح","Quraysh","Jumah",,,,,9,,,,"WAliat li",,,,,,,
2103,"NQ398","عبد مناف بن عمير بن اهيب بن حذافة بن جمح","Quraysh","Jumah",,,,,4,"اسماء بنت عبد الله بن سبع (بن مالك بن جنادة بن الحارث بن سعد بن عنزة بن اسد بن ربيعة بن نزار)","Anaza  ",,,,,,,1,,,"Wife tribal affiliation Anaza in NQ",,,,,,,
2104,"NQ398","مخرمة بن المطلب بن عبد مناف","Quraysh","Qusayy",,,,,3,"اسماء بنت عبد الله بن سبع (بن مالك بن جنادة بن الحارث بن سعد بن عنزة بن اسد بن ربيعة بن نزار)","Anaza  ",,,,,,,1,,,"Sibling relationship",,,,,,,
2105,"NQ398","سعد بن جمح","Quraysh","Jumah",,,,,1,"ليلى بنت عائش بن ظرب بن الحارث بن فهر","Quraysh","Harith b. Fihr",,,,,-2,2,,,"Poor alignment",,,,,,,
2106,"NQ398","سعد بن جمح","Quraysh","Jumah",,,,,1,"Unnamed","Fihr",,,,,,,1,,,,,,,,,,
2107,"NQ398","سعد بن جمح","Quraysh","Jumah",,,,,1,"بنت وهب بن حذافة بن جمح","Quraysh","Jumah",,,,,3,,1,,"Poor alignment even though cousins",,,,,,,
2110,"NQ399","لوذان بن سعد بن جمح","Quraysh","Jumah",,,,,2,"حشيمة","Unknown",,,,,,,2,,,,,,,,,,
2111,"NQ399","وهب بن لوذان بن سعد بن جمح","Quraysh","Jumah",,,,,3,"Unnamed","Khuza'a",,,,,,,1,,,,,,,,,,
2112,"NQ399","معير بن لوذان بن سعد بن جمح","Quraysh","Jumah",,,,,3,"Unnamed","Khuza'a",,,,,,,2,,,,,,,,,,
2113,"NQ399","ربيعة بن سعد بن جمح","Quraysh","Jumah",,,,,2,"بنت حذافة بن جمح","Quraysh","Jumah",,,,,2,1,,,,,,,,,,
2114,"NQ399","سلامان بن ربيعة بن سعد بن جمح","Quraysh","Jumah",,,,,3,"Unnamed","Khuza'a",,,,,,,1,,,,,,,,,,
2115,"NQ399","حذيم بن سلامان بن ربيعة بن سعد بن جمح","Quraysh","Jumah",,,,,4,"كريمة بنت معمر بن حبيب بن وهب بن حذافة بن جمح","Quraysh","Jumah",,,,,5,1,,,,,,,,,,
2116,"NQ399","عامر بن حذيم بن سلامان بن ربيعة بن سعد بن جمح","Quraysh","Jumah",,,,,5,"اروى بنت ابو معيط بن ابو عمرو بن امية","Quraysh","Qusayy","Abd Shams","Umayyad",,,6,1,1,,,,,,,,,
2118,"NQ400","عامر بن حذيم بن سلامان بن ربيعة بن سعد بن جمح","Quraysh","Jumah",,,,,5,"بنت العنبس بن وهبان بن وهب بن حذافة بن جمح","Quraysh","Jumah",,,,,5,1,,,,,,,,,,
2119,"NQ400","جميل بن عامر بن حذيم بن سلامان بن ربيعة بن سعد بن جمح","Quraysh","Jumah",,,,,6,"عاتكة بنت ابو امية بن حذيفة بن المغيرة","Quraysh","Makhzum",,,,,6,1,,,"Problem here as Hudhayfa didn't have a son called Abu Umayya, although Abu Umayya was also known as Hudhayfa. Abu Umayya however didn't have a daughter called Atika (NQ316). Entry here is given as it appears in NQ.",,,,,,,
2120,"NQ400","عبد الله بن عبد الرزاق بن عمر بن عبد الله بن جميل بن عامر بن حذيم بن سلامان بن ربيعة بن سعد بن جمح","Quraysh","Jumah",,,,,10,"بنت نافع بن عبد الله بن جميل","Quraysh","Makhzum",,,,,9,1,,,"Cousin marriage",,,,,,,
2121,"NQ400","عبد الرحمن بن عبد الله بن جميل بن عامر بن حذيم بن سلامان بن ربيعة بن سعد بن جمح","Quraysh","Jumah",,,,,8,"ام حسن بنت معاذ بن عبد الله بن مرى من الانصار","Ansar",,,,,,,1,,,"Tribal affiliation otherwise unclear",,,,,,,
2122,"NQ400","سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,0,"نعم بنت كلاب بن مرة","Quraysh",,,,,,0,2,,,"Qusayy's sister",,,,,,,
2123,"NQ400","سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,0,"Unnamed","Khuza'a",,,,,,,1,,,,,,,,,,
2124,"NQ400","سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,1,"تماضر بنت زهرة بن كلاب","Quraysh","Zuhra",,,,,1,2,,,,,,,,,,
2125,"NQ400","سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,1,"ريطة بنت حيدة بن ذكوان بن غاضرة (بن عامر) بن صعصعة","Qays Aylan","Amir b. Sa'sa'a",,,,,,3,,,"Sister's marriage on NQ412; gap in genealogy fill comes from this",,,,,,,
2126,"NQ401","عدى بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,2,"هند بنت عبد الدار بن قصى","Quraysh","Qusayy","Abd al-Dar",,,,2,2,,,,,,,,,,
2127,"NQ401","قيس بن عدى بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,3,"الغيطلة بنت مالك بن الحارث بن عمرو بن الصعق بن شنوق بن مرة بن عبد مناة بن كنانة","Kinana",,,,,,,2,,,,,,,,,,
2128,"NQ401","قيس بن عدى بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,3,"تماضر نبت سعيد بن سعد بن سهم","Quraysh","Sahm",,,,,3,4,,,"Cousin marriage",,,,,,,
2129,"NQ401","الحارث بن قيس بن عدى بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,4,"Concubine","Hadramawt",,,,,,,,,,,,,,,,,
2130,"NQ401","الحارث بن قيس بن عدى بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,4,"ضعيفة بنت عمرو بن عروة بن حذيم بن سعد بن سهم","Quraysh","Sahm",,,,,5,1,,,,,,,,,,
2131,"NQ401","الحارث بن قيس بن عدى بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,4,"بنت حرثان بن حبيب بن سواءة بن عمار بن صعصعة","Qays Aylan","Amir b. Sa'sa'a",,,,,,1,,,,,,,,,,
2132,"NQ401","عمرو","Tamim",,,,,,,"بنت حرثان بن حبيب بن سواءة بن عمار بن صعصعة","Qays Aylan","Amir b. Sa'sa'a",,,,,,1,,,"Produced Amr","Sibling relationship",,,,,,
2133,"NQ401","الحارث بن قيس بن عدى بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,4,"Unnamed","Numayr b. Amir",,,,,,,4,,,,,,,,,,
2134,"NQ402","الحارث بن قيس بن عدى بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,4,"Unnamed","Kinana","Shanuq b. Murra b. Abd Mana'a",,,,,,1,,,,,,,,,,
2135,"NQ402","الزبعرى بن قيس بن عدى بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,4,"عاتكة بنت عبد الله بن عمير بن اهيب بن حذافة بن جمح","Quraysh","Jumah",,,,,5,1,,,,,,,,,,
2136,"NQ402","حذافة بن قيس بن عدى بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,4,"بنت حذيم بن سعد بن رئاب بن سهم","Sahm",,,,,,4,2,,,,,,,,,,
2139,"NQ402","حذافة بن قيس بن عدى بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,4,"بنت حرثان من بنو الحارث بن عبد مناة بن كنانة","Kinana","Al-Harith b. Abd Mana'a b. Kinana",,,,,,1,,,,,,,,,,
2140,"NQ402","ابو الاخنس بن حذافة بن قيس بن عدى بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,5,"زينب بنت الحارث بن قيس بن عدى","Quraysh","Sahm",,,,,5,1,,,,,,,,,,
2141,"NQ402","خذيم بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,2,"تماضر بنت سعيد بن سهم","Quraysh","Sahm",,,,,2,2,,,,,,,,,,
2142,"NQ402","عروة بن خذيم بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,3,"ريطة بنت البياع بن عبد ياليل بن ناشب بن غيرة بن سعد (بن ليث بن بكر)","Kinana","Layth",,,,"NQ280",,1,,,,,,,,,,
2144,"NQ403","عبد قيس بن عدى بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,3,"آمنة بنت عقيل بن كلاب بن عمير بن الضريبة بن عمرو بن الحر","Khuza'a","Adi",,,,,,2,1,,,,,,,,,
2147,"NQ403","قيس بن عبد قيس بن عدى بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,4,"بنت الحارث بن عبيد بن عمر بن مخزوم","Quraysh","Makhzum",,,,,4,1,,,,,,,,,,
2148,"NQ403","حذيفة بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,2,"بنت ذى الحناظل من بنو اسد بن خزيمة","Asad b. Khuzayma",,,,,,,1,,,"Genealogy for Dhay al-Hanadil provided above",,,,,,,
2149,"NQ403","عامر بن حذيفة بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,3,"بنت اسيد بن علاج (بن ابو سلمة من ثقيف)","Thaqif",,,,,"NQ101 and NQ187",,,,,,,,,,,,
2150,"NQ404","الحجاج بن عامر بن حذيفة بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,4,"اروى بنت عميلة بن السباق بن عبد الدار","Quraysh","Qusayy","Abd al-Dar",,,,4,2,,,,,,,,,,
2151,"NQ404","منبه بن الحجاج بن عامر بن حذيفة بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,5,"اروى بنت العاصى بن وائل بن هاشم (بن سعيد بن سهم)","Quraysh","Sahm",,,,,5,1,,,,,,,,,,
2152,"NQ405","ابو سلمة بن عبد الله بن عفيف بن نبيه بن الحجاج بن عامر بن حذيفة بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,8,"Concubine",,,,,,,,1,,,,,,,,,,
2153,"NQ405","منبه بن الحجاج بن عامر بن حذيفة بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,5,"زينب بنت وائل بن هاشم","Quraysh","Sahm",,,,,4,,1,,,,,,,,,
2154,"NQ405","عمرو بن العاصى (بن وائل بن هاشم بن سعيد بن سهم)","Quraysh","Sahm",,,,,5,"ريطة بنت منبه بن الحجاج بن عامر بن حذيفة بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,5,,,,"Laha - though in this case it means 'gave birth to' as Abd Allah is the son as detailed on NQ411","Could be a contradiction here - wive's mother is listed here as Zaynab, but on NQ 411 it is someone else",,,,,,
2155,"NQ405","حذافة بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,2,"بنت اهيب بن حذافة بن جمح","Quraysh","Jumah",,,,,3,1,,,,,,,,,,
2156,"NQ405","حذافة بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,2,"بنت ظالم بن منقد بن سبيع الخزاعية","Khuza'a",,,,,,,2,,,,,,,,,,
2157,"NQ405","قيس بن حذافة بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,3,"بنت اهيب بن عبد مناف بن زهرة بن كلاب","Quraysh","Zuhra",,,,,3,3,,,,,,,,,,
2158,"NQ405","عدى بن قيس بن حذافة بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,4,"بنت الحجاج بن عامر بن حذيفة","Quraysh","Sahm",,,,,5,,"Girls",,,,,,,,,
2161,"NQ406","سعيد بن سعد بن سهم","Quraysh","Sahm",,,,,2,"بنت سعيد بن سهم","Quraysh","Sahm",,,,,2,4,2,,"Cousin marriage",,,,,,,
2162,"NQ406","سعيد بن سهم","Quraysh","Sahm",,,,,1,"عاتکة بنت عبد العزى بن قصى","Quraysh","Qusayy",,,,,2,,1,,"Matriline",,,,,,,
2163,"NQ406","صبيرة بن سعيد بن سعد بن سهم","Quraysh","Sahm",,,,,3,"خلدة بنت ابو قيس بن عبد مناف بن زهرة","Quraysh","Zuhra",,,,,3,2,1,,,,,,,,,
2165,"NQ406","هلال بن علياء بن عمير بن الاعظم","Khuza'a",,,,,,,"الربعة بنت ابو وداعة بن صبيرة بن سعيد بن سعد بن سهم","Quraysh","Sahm",,,,,5,"Sons",,,"Exogamous marriage",,,,,,,
2166,"NQ407","ابو وداعة بن صبيرة بن سعيد بن سعد بن سهم","Quraysh","Sahm",,,,,4,"خناس من بنو عجيمة بن اسعد بن مشنق بن عبد من خزاعة","Khuza'a",,,,,,,1,,,,,,,,,,
2167,"NQ407","كثير بن المطلب بن ابو وداعة بن صبيرة بن سعيد بن سعد بن سهم","Quraysh","Sahm",,,,,6,"عائشة بنت عمرو بن ابو عقرب/خويلد بن عبد الله بن خالد بن بجير بن حماس بن عويج بن بكر بن عبد مناة","Kinana","Bakr b. Abd Mana'a",,,,,,1,,,"Wife tribal affiliation from Google search",,,,,,,
2168,"NQ407","محيصن بن ابو وداعة بن صبيرة بن سعيد بن سعد بن سهم","Quraysh","Sahm",,,,,5,"رقية بنت عمرو بن ابو حرملة","Unknown",,,,,,,1,,,"There is an earlier appearance of a daughter of Abu Harmala (NQ346) and the tribal affiliation is given as Ash'ar (Yemen) - but this marriage happened later so generations don't align",,,,,,,
2171,"NQ408","منقذ بن عمرو بن معيص ( بن عامر بن لؤي)","Quraysh","Amir b. Lu'ayy",,,,,0,"قلابة/العرقة بنت سعيد بن سهم","Quraysh","Sahm",,,,,2,"Sons",,,,,,,,,,
2173,"NQ408","سعيد بن سهم","Quraysh","Sahm",,,,,1,"Unnamed - الخزاعية","Khuza'a",,,,,,,,1,,,,,,,,,
2175,"NQ408","وائل بن هاشم بن سعيد بن سهم","Quraysh","Sahm",,,,,3,"سلمى البلوية من بلي من قضاعة","Bali ",,,,,,,,,,,,,,,,,
2176,"NQ408","لقيط (بن عامر بن امية بن ظرب بن) الحارث بن فهر","Quraysh","Harith b. Fihr",,,,,-1,"سلمى البلوية من بلي من قضاعة","Bali ",,,,,,,1,,,"Significant generational mismatch - is this a forged sibling relationship through a mother","Sibiling relationship","See another marriage with Harith b. Fihr on NQ409","His genealogy completed from Ta'rikh Madinat Dimashq",,,,
2177,"NQ409","العاصى بن وائل بن هاشم بن سعيد بن سهم","Quraysh","Sahm",,,,,4,"ام حرملة بنت هشام بن المغيرة","Quraysh","Makhzum",,,,,5,1,,,,,,,,,,
2178,"NQ409","العاصى بن وائل بن هاشم بن سعيد بن سهم","Quraysh","Sahm",,,,,4,"Concubine","Anaza  ",,,,,,,1,,,"Interestingly the word 'subayya' is used here, presumably because the woman is an Arab","Her other marriage also detailed",,,,,,
2180,"NQ409","عفيف بن ابو العاصى بن امية","Quraysh","Qusayy","Abd Shams","Umayyad",,,5,"Concubine","Anaza  ",,,,,,,,1,,,,,,,,,
2181,"NQ409","نافع بن عبد القيس بن لقيط بن عامر بن امية بن ظرب بن الحارث بن فهر","Quraysh","Harith b. Fihr",,,,,1,"Concubine","Anaza  ",,,,,,,1,,,"Marriage not mentioned above; see previous connection with husband's family on NQ408",,,,,,,
2183,"NQ411","منبه بن الحجاج بن عامر بن حذيفة بن سعد بن سهم بن عمرو بن هصيص بن كعب بن لؤى بن غالب","Quraysh","Sahm",,,,,5,"بنت معمر بن حبيب (بن وهب بن حذافة بن جمح)","Quraysh","Jumah",,,,,5,,,,,,,,,,,
2184,"NQ411","عمرو بن العاصى بن وائل بن هاشم بن سعيد بن سهم","Quraysh","Sahm",,,,,5,"Unnamed - من بلى","Bali",,,,,,,1,,,,,,,,,,
2185,"NQ411","عبد الله بن عمرو بن العاصى بن وائل بن هاشم بن سعيد بن سهم","Quraysh","Sahm",,,,,6,"بنت محمية بن جزء الزبيدى","Yemen","Mudhhij","Zubaidi",,,"EI2 Mudhhij/Sam'ani 3.135-6",,1,,,"EI2 Mudhhij/Sam'ani 3.135-6","Wife's grandfather married Abbas's son",,,,,,
2186,"NQ411","محمد بن عبد الله بن عمرو بن العاصى بن وائل بن هاشم بن سعيد بن سهم","Quraysh","Sahm",,,,,7,"Concubine",,,,,,,,1,,,,,,,,,,
2187,"NQ411","شعيب بن محمد بن عبد الله بن عمرو بن العاصى بن وائل بن هاشم بن سعيد بن سهم","Quraysh","Sahm",,,,,8,"حبيبة بنت مرة بن عمرو","Unknown",,,,,,,1,,,,,,,,,,
2189,"NQ411","شعيب بن محمد بن عبد الله بن عمرو بن العاصى بن وائل بن هاشم بن سعيد بن سهم","Quraysh","Sahm",,,,,8,"عمرة بنت عبید الله بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,7,1,1,,"Father of wife is Ubayd Allah as per NQ32, not Abd Allah as on 411",,,,,,,
2190,"NQ411","عبيد الله بن عباس بن عبد المطلب","Quraysh","Qusayy","Hashim","Abbasid",,,6,"Concubine",,,,,,,,,1,,"Matriline",,,,,,,
2191,"NQ412","مهشم بن سعيد بن سهم","Quraysh","Sahm",,,,,2,"اسماء بنت حذيم بن سعد بن سهم","Quraysh","Sahm",,,,,3,2,,,,,,,,,,
2192,"NQ412","الاسود بن المطلب (بن اسد بن عبد العزى بن قصىّ)","Quraysh","Qusayy","Asad",,,,4,"اروى بنت حذيفة بن مهشم بن سعيد بن سهم","Quraysh","Sahm",,,,,4,2,,,,,,,,,,
2193,"NQ412","عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,-3,"خارجة بنت عمرو بن شيبان بن محارب بن فهر","Quraysh","Muharib b. Fihr",,,,,-2,1,1,,,,,,,,,
2195,"NQ412","عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,-3,"ليلى بنت الحارث بن عضل بن دبش بن غالب بن محلم بن الهون بن خزيمة بن مدركة بن الياس بن مضر بن نزار","Adl b. Dish",,,,,"Unusual tribe - see wiki for affiliation",,3,,,,,,,,,,
2198,"NQ412","مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,-1,"ليلى بنت هلال بن اهيب بن ضبة بن الحارث بن فهر","Quraysh","Harith b. Fihr",,,,,-1,1,1,,,,,,,,,
2200,"NQ412","مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,-1,"Unnamed","Fahm",,,,,,,1,,,,,,,,,,
2201,"NQ412","نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,0,"مارية بنت سعيد بن سهم","Quraysh","Sahm",,,,,2,4,1,,"Generational mismatch; she has a Christian name; this daughter and marriage not mentioned earlier",,,,,,,
2202,"NQ412","عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,1,"عاتكة بنت حيدة بن ذكوان بن غاضرة/غالب بن عامر","Qays Aylan","Amir b. Sa'sa'a",,,,,,2,,,"Wife has a different name on NQ400 and this marriage is not mentioned",,,,,,,
2204,"NQ412","عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,2,"ام اوس تماضر بنت الحارث بن حبيب بن جذيمة بن مالك بن حسل (بن عامر بن لؤى NQ432)","Quraysh","Amir b. Lu'ayy",,,,,3,3,1,,,,,,,,,
2205,"NQ412","مالك بن الظرب (بن وهب بن عمرو بن حجير بن عبد بن معيص بن عامر بن لؤى)","Quraysh","Amir b. Lu'ayy",,,,,4,"كنود بنت عبد شمس بن عبد ود بن نصر بن مالك بن حسل بن عامر بن لؤى بن غالب","Quraysh","Amir b. Lu'ayy",,,,,3,,,,"Excellent alignment - 7.5 gens to common ancestor",,,,,,,
