Numbering,Source,HusbandName,HusbandTribe ,HusbandSubtribe1,HusbandSubtribe2,HusbandSubtribe3,HusbandSubtribe4,Source for non-Qurashi tribal affiliation,HusbandGeneration ,WifeName,WifeTribe,WifeSubtribe1,WifeSubtribe2,WifeSubtribe3,WifeSubtribe4,Source for non-Qurashi genealogy,WifeGeneration,Sons,Daughters,H Lat,H Lng,W Lat,W Lng
1034,NQ167,___ ____ __ _____ __ ____ __ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,9,__ ____ ___ ____ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,9,,,,,,
1032,NQ167,____ __ ______ __ ___ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,9,__ ____ ___ ____ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,9,,,,,,
1022,NQ166,____ __ ______ __ ___ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,9,_____ ___ ____ __ ___ _____ __ _____ __ _____ __ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,Marwanid,,,9,,,,,,
831,NQ132,_____ __ ____ __ _____ __ ____ __ ___ _____,Quraysh,Qusayy,Umayyad,Sufyanid,,,9,__ _____ ___ ___ ____ __ ____ __ ______,Quraysh,Qusayy,Umayyad,Sufyanid,,,9,,,,,,
827,NQ131,___ ___ __ ____ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,9,___ ______ ___ ___ ____ __ ____ __ ______,Quraysh,Qusayy,Umayyad,Sufyanid,,,9,,,,,,
828,NQ131,______ __ ____ __ ___ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,9,___ ______ ___ ___ ____ __ ____ __ ______,Quraysh,Qusayy,Umayyad,Sufyanid,,,9,,,,,,
829,NQ131,____ __ ____ __ ____,Quraysh,Qusayy,Umayyad,Sufyanid,,,9,_____ ___ ____ __ ____ __ ______,Quraysh,Qusayy,Umayyad,Sufyanid,,,9,,,,,,
692,NQ115,___ ____ __ _____ __ ____ __ _____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,____ ___ ___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,3,2,,,,
719,NQ117,____ __ _____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,__ _____ ___ ___ __ ____ __ _____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,4,,,,,
726,NQ118,___ ____ __ ___ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,_____ ___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,2,,,,,
693,NQ115,____ __ _______ __ ____ __ _____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,___ ___ ___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,2,1,,,,
694,NQ115,____ __ ___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,____ ___ ___ ______ __ ___ ____ __ ____ __ ____ (__ ___ _____ __ ____),Quraysh,Qusayy,Umayyad,,,,9,3,3,,,,
439,NQ72,___ ______ __ ___ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,9,__ ____ ___ ___ __ ___ __ ____ __ ___ __ _____ __ ___ ____ (__ ___ _____ __ _____ __ ___ _____ __ ___ NQ252),Quraysh,Qusayy,Abd al-Dar,,,,10,3,1,,,,
455,NQ74,___ ____ __ ______ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,9,__ ____ ___ ____ __ ______ __ ____ __ ____ __ ______,Quraysh,Qusayy,Asad,Zubayrid,,,10,1,1,,,,
322,,____ __ _______ __ ____ __ ___ __ ___ ____ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,9,____  ___ ____ __ ___ ____ __ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,10,,,,,,
320,NQ55,____ __ ___ ______ __ ____ __ ___ __ ___ ____ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,9,____  ___ ____ __ ___ ____ __ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,10,,,,,,
518,NQ80,___ ____ __ ____ __ ___ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,,,9,__ ______ ___ ___ ____ __ ____ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,2,1,,,,
378,NQ63,____ __ _______ __ ____ __ ___ __ ___ ____ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,9,_____ ___  ___ ____ __ ____ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,,,,,,
406,NQ65,___ ____ __ ____ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,9,_____ ___ _____ __ ___ ____ __ ___ __ ______ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,,,,,,
407,NQ65,____ __ _______ __ ____ __ ___ __ ___ ____ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,9,_____ ___ _____ __ ___ ____ __ ___ __ ______ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,,,,,,
377,NQ63,____ __ _______ __ ____ __ ___ __ ___ ____ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,9,_____ ______ ___ ____ __ ____ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,,,,,,
416,NQ66,____ __ _______ __ ____ __ ___ __ ___ ____ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,9,_____ ___ ____ __ ___ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,1,2,,,,
390,NQ64,____ __ ____ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,9,_____ ___ ___ __ ____ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,,,,,,
519,NQ80,____ ____ __ ____ __ ___ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,,,9,___ _____ __ ______ __ ______ __ ____ __ ____ __ ______ __ ___ ______,Quraysh,Qusayy,Hashim,,,,10,2,,,,,
461,NQ74,___ __ ______ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,9,____ ___ ___ __ ____ ____ __ ___ ____ __ ______ __ ____ (__ ______ __ ___ ______),Quraysh,Qusayy,Hashim,,,,10,4,3,,,,
1026,NQ167,______ __ ____ __ ___ _____ __ _____ __ _____ __ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,Marwanid,,,9,_____ ___ _____ __ ____ __ _____ __ ____ __ ___ _____,Quraysh,Qusayy,Umayyad,Sufyanid,,,10,1,,,,,
1030,NQ167,______ __ ____ __ ___ _____ __ _____ __ _____ __ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,Marwanid,,,9,__ ___ _____ ___ ____ __ ____ __ ____ __ _____,Quraysh,Qusayy,Umayyad,Uthmanid,,,10,1,,,,,
711,NQ117,____ __ ____ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,9,____ ______ ___ ____ ______ __ ___ ____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,10,,,,,,
401,NQ65,_____ __ ___ ____ __ ___ __ ______ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,Husaynid,,9,_____ ___ ___ __ ____ __ ___ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,10,1,,,,,
402,NQ65,___ __ ____ __ ___ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,____ ___ ___ __ ___ ____ __ ___ ______ __ ___ __ ___ ____ ______ __ ____ __ ______ (__ ____ __ _____ __ ___ _____),Quraysh,Qusayy,Asad,,,,11,,1,,,,
433,NQ72,____ __ ___ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,9,_____ ___ ___ __ ____ __ _____ __ ___ __ ___ ____ __ ____ __ ___ ____,Quraysh,Qusayy,Hashim,,,,11,1,2,,,,
2271,NQ428,____ __ ______ __ ____ __ _____ __ ___ ____ __ _____ __ ___ _____ __ ___ ___ __ ___ __ __ ___ __ ____ __ ___ __ ____ __ ___ __ ____,Quraysh,Amir b. Lu'ayy,,,,,9,___ _____ __ ______ __ ___ ____ __ ______ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,11,1,,,,,
677,NQ114,______,Quraysh,Qusayy,Hashim,Abbasid,,,9,____ ___ ____ __ ____ __ ___ ____ __ ____ __ _____,Quraysh,Qusayy,Umayyad,Uthmanid,,,11,1,,,,,
411,NQ66,____ __ ___ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,9,____ ___ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,7(9 - see note),,1,,,,
463,NQ74,_____ __ ______ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,9,_____ ___ _____ __ _____ __ ____ __ ______,Quraysh,Qusayy,Umayyad,,,,8(10),2,1,,,,
316,NQ54,____ __ ___ ____ __ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,9,__ ____ ___ ____ __ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,,3,2,,,,
414,NQ66,______ __ ___ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,9,____ ___ ___ ____ __ ___ __ ______ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,Husaynid,,,1,3,,,,
818,NQ131,___ ____ __ ____ __ ____ __ ______ __ ___ _____ __ ___,Quraysh,Qusayy,Umayyad,Sufyanid,,,9,_____ ___ ____ ____ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,,,,,,,,,
1127,NQ181,_____ __ _____ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,9,_____ ___ ____ __ ______ __ ____ __ ______ __ ____,Quraysh,Qusayy,Umayyad,,,,,2,,,,,
678,NQ114,____ __ ____ __ ___ ____ __ ____ __ _____,Quraysh,Qusayy,Umayyad,Uthmanid,,,10,_____ ___ _____ __ ____ __ ______,Quraysh,Qusayy,Asad,Zubayrid,,,8,,1,,,,
498,NQ78,___ ___/___ ______ __ _____ __ ____ ____ __ ___ ____ __ ___ __ ______,Quraysh,Adi b. Ka'b,,,,,10,__ _____ ___ _______ __ ____ __ ___ ,Quraysh,Qusayy,Hashim,Alid,,,8,1,,,,,
493,NQ77,___ ______ __ ____ __ ___ ____ __ ____ __ ___ __ ___ ____ ( __ ___ _____ __ ____ __ ___ ____ __ ___ __ _____),Quraysh,Makhzum,,,,,10,_____ ___ ______ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,,,8,,1 (see note),,,,
1043,NQ168,___ ______ __ ______ __ ___ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,10,__ ____ ___ ____ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,9,,,,,,
1033,NQ167,___ _____ __ ___ ______ __ ______,Quraysh,Qusayy,Umayyad,Marwanid,,,10,__ ____ ___ ____ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,9,,,,,,
1042,NQ168,____ __ ___ ____ __ ___ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,10,____ ___ ____ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,9,,,,,,
323,NQ55,_______ __ _______ __ _____ __ ___ __ ___ __ ___ ,Quraysh,Qusayy,Hashim,Alid,Hasanid,,10,____  ___ ____ __ ___ ____ __ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,10,,,,,,
319,NQ55,_____ __ _______ __ ___ ____ __ ___ __ ___ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,10,_____ ___ ____ __ ___ ____ __ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,10,,,,,,
379,NQ63,____ __ ___ ____ __ ____ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,_____ ___ ____ __ ____ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,,2,,,,
408,NQ65,___ ______ __ ______ __ _____ __ ___ ____ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,,,10,_____ ___ _____ __ ___ ____ __ ___ __ ______ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,1,2,,,,
428,NQ71,___ __ ______ __ ___ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,____  ___ ____ __ ___ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,,2,,,,
454,NQ73,_____ ______ __ ______ __ _______ __ ____ __ ___ __ ___ ____ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,10,____ ___ ___ ____ __ ______ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,,,,,,
399,NQ65,____ __ ___ ____ __ ____ __ ___ __ ______,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,____ ___ ____ __ ___ ____ __ ___ __ ______ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,,1,,,,
400,NQ65,____ __ ___ ____ __ _____ __ _____ __ ___ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,10,____ ___ ____ __ ___ ____ __ ___ __ ______ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,2,3,,,,
326,NQ55,_______ __ ____ __ ___ ____ __ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,10,____ ___ ___ ____ __ ____ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,1,,,,,
394,NQ64,___ ____ __ ____ __ ____ (__ ___ __ ____ __ ___),Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,____ ___ ______ __ ___ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,,1,,,,
417,NQ66,____ __ ____ __ _______,Quraysh,Qusayy,Hashim,Abbasid,,,10,_____ ___ ____ __ ___ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,,,,,,
430,NQ71,____ ______ __ ___ __ ___ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,_____ ___ ____ __ ___ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,,,,,,
434,NQ72,_____ __ ____ __ ___ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,_____ ___ ____ __ ___ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,,,,,,
435,NQ72,____ __ _______ __ ___ __ ___ __ ___ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,10,_____ ___ ____ __ ___ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,,,,,,
398,NQ65,___ __ ____ __ ____ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,_____ ___ ____ __ ___ ____ __ ___ __ ______ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,1,1,,,,
418,NQ66,____ __ ____ __ ___ __ ___ __ ____ __ ___ __ ___ ____,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,____ ___ ____ __ ___ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,,,,,,
1028,NQ167,____ __ ____ __ ______ __ ___ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,10,__ ______ ___ ______ __ ____ __ ___ _____ __ _____ __ _____ __ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,Marwanid,,,10,,,,,,
732,NQ119,___ ____ __ ____ __ _______ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,10,____ ___ ____ __ ___ ____ __ ____ __ _____,Quraysh,Qusayy,Umayyad,Uthmanid,,,10,3,3,,,,
386,NQ64,______ __ ____ __ ____ __ ____ __ ___ __ ___ ____ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,10,_____ ___ ___ ____ __ ____ __ ____ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,11,,,,,,
656,NQ106,___ _____ __ ____ __ ____ __ ____ __ _____,Quraysh,Qusayy,Umayyad,Uthmanid,,,10,____ __ ____ __ ____ __ ______ __ ___ _____ __ _____,Quraysh,Qusayy,Umayyad,Marwanid,,,11,,,,,,
735,NQ119,_______ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,10,_____ ___ ___ ____ __ ____ __ _______ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,11,,,,,,
734,NQ119,_____ ______ __ ______ __ _______ __ ____ __ ___ __ ___ ____ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,10,_____ ___ ___ ____ __ ____ __ _______ __ ____ __ _____ __ ____,Quraysh,Qusayy,Umayyad,Uthmanid,,,11,,,,,,
324,NQ55,___ ____ __ _____ __ _______ __ ___ ____ __ ___ __ ___ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,11,____  ___ ____ __ ___ ____ __ _____ __ _____ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,10,,,,,,
420,NQ67,_____ __ ___ ____ __ ___ __ ____ __ ___ __ ___ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,11,__ _____ ___ ____ __ ___ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,,,,,,
429,NQ71,____ __ _____ __ ___ __ ___ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,11,____  ___ ____ __ ___ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,1,1,,,,
427,NQ67,_____ __ ___ __ ____ __ _____ __ ___ __ ___ ____ __ ____ __ ___ ____,Quraysh,Qusayy,Hashim,,,,11,____ ___ ____ __ ___ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,1,,,,,
426,NQ67,______ __ ____ __ _______ __ ____ __ ___ __ ___ ____ __ ____ __ ___ ____,Quraysh,Qusayy,Hashim,,,,11,____ ___ ____ __ ___ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,,,,,,
431,NQ71,___ __ ____ __ ______ __ ___ __ ___ __ ___ __ ___,Quraysh,Qusayy,Hashim,Alid,Hasanid,,11,_____ ___ ____ __ ___ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,,2,,,,
419,NQ66,___ __ ______ __ ___ __ ___ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,11,____ ___ ____ __ ___ __ ___ __ ______ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,10,,,,,,
387,NQ64,___ __ _______ __ ____ __ ____ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,11,_____ ___ ___ ____ __ ____ __ ____ __ ___ __ ____ __ ___,Quraysh,Qusayy,Hashim,Alid,Husaynid,,11,,,,,,
614,NQ97,_____ __ ____ __ ___ ____,Kinana,Firas,,,,,,_____ ___ ___ ___,Quraysh,Qusayy,Abd Shams,,,,3,1,,,,,
613,NQ97,_____ __ ______ __ ___ __ ____ __ ____ __ _____ __ ___ ____ __ _____,Qays Aylan,Sulaym,,,,,,_____ ___ ___ ___,Quraysh,Qusayy,Abd Shams,,,,3,,,,,,
618,NQ98,___ _____/_____ __ ___ __ ____ __ ___ ____ __ ____,Thaqif,,,,,,,____ ___ ___ ___ __ ___ ____,Quraysh,Qusayy,Abd Shams,,,,3,1,,,,,
620,NQ98,_____ __ ____ ______,Thaqif,,,,,,,_____ ___ ___ ___ __ ___ ____,Quraysh,Qusayy,Abd Shams,,,,3,,,,,,
63,NQ17,______ __ _____ __ ____ __ _____ __ ____ __ ____ __ ___ __ ___ __ ____ __ _____,Khuza'a,,,,,,,____ ___ ____ __ ___ ____,Quraysh,Qusayy,Hashim,,,,3,5,6,,,,
1159,NQ198,____ __ ___ __ ____ __ ___ _____,Kinana   ,,,,,,,___ ___ ____ __ ___ ____,Quraysh,Qusayy,Nawfal,,,,3,1,,,,,
1158,NQ198,____ __ _____ __ ______,Qays Aylan,Sulaym,,,,Tribal link to Sulaym given on NQ345.16,,___ ___ ____ __ ___ ____,Quraysh,Qusayy,Nawfal,,,,3,,1,,,,
589,NQ92,_____ __ ____ __ _____ __ _____ __ ____ __ ___ __ ____ __ _____,Kinana,Firas,,,,,,_____ ___ ______ __ ___ ____,Quraysh,Qusayy,,,,,3,1,,,,,
932,NQ151,____  __ ____ __ ____,Thaqif,,,,,,,____ ___ ___ ____ __ ___ ___,Quraysh,Qusayy,Abd Shams,,,,4,1,,,,,
120,NQ22,___ ____ ____ __ _____ __ ___ ____ __ ____ __ ____,Tamim,Amr,Usayyid,,,,,_____ ___ _____ __ ___ __ ___ _____ __ ___,Quraysh,Qusayy,Asad,,,,4,1,1,,,,
1209,NQ204,____ __ ___ __ ____ __ _____ __ ___ __ ___ ____ __ ____,Tamim,Darim,Zayd,,,,,_____ ___ ____ __ ____ __ ___ ____,Quraysh,Qusayy,Nawfal,,,,4,1,,,,,
629,NQ100,____ __ ___ __ ____ __ ___ ____,Thaqif,,,,,,,____ ___ ____ ______ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,4,3,,,,,
623,NQ99,___ __ ___ _____ __ ___ ____ __ ____ __ ____ __ ____ __ ____ __ ____ __ ___ __ ____,Thaqif,,,,,,,____ ___ ____ ______ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,4,2,,,,,
1968,NQ370,______ __ _____,Problem!,,,,,,,____ ___ ____ __ ____ __ ___ __ ___,Quraysh,Qusayy,,,,,4,1,,,,,
1277,NQ228,_______ __ ____ ________,Quda'a,Bahra,,,,,,_____ ___ ______ __ ___ ______,Quraysh,Qusayy,Asad,Zubayrid,,,5,,1,,,,
209,NQ37,____ __ ___ _____/____ ___ __ _____ __ ______,Himyar,,,,,,,____ ___ ____ __ ______,Quraysh,Qusayy,Hashim,Abbasid,,,5,1,,,,,
144,NQ28,___ ____ __ ___ _____ __ ___ ___ __ ___,Qays Aylan,Hawazin,Sa'd b. Bakr,,,,,____ ___ ______ __ ___ ______,Quraysh,Qusayy,Hashim,Abbasid,,,5,1,,,,,
875,NQ137,______,Greek?,,,,,,,____ ___ ___ ____ __ ____,Quraysh,Qusayy,Umayyad,,,,5,,,,,,
773,NQ123,_____ __ ___ __ ___ ____ __ ____ ______ ( __ ___ __ ___ __ ____ __ ___ Bal 11.88),Kinana,Abd Manat,Bakr b. Abd Manat,Layth,,,,_____ ______ ___ ___ __ ____,Quraysh,Qusayy,Umayyad,,,,5,1,,,,,
1420,NQ267,______ ______,Qays Aylan,Sulaym,,,,,,____ ___ ____ __ ____ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,5,,,,,,
1092,NQ173,____ __ ____ __ _____ __ ______ ______,Qays Aylan,Sulaym,,,,Tribal link to Sulaym given on NQ345.16,,_____ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,,,,5,1,,,,,
774,NQ123,_____ __ ____ __ ____ _______,Qays Aylan,Mazin b. Mansur,,,,,,_____ ______ ___ ___ __ ____,Quraysh,Qusayy,Umayyad,,,,5,,1,,,,
639,NQ101,______ __ ____,Thaqif,,,,,,,____ ___ ___ ______ __ ____ ______ __ ___ ___,Quraysh,Qusayy,Umayyad,,,Husband historical figure,5,,,,,,
635,NQ101,_____ __ ___ __ ___ _____ __ ___ ____ __ ____ __ ____ __ ____ __ ____ __ ____ __ ____,Thaqif,,,,,,,______ ___ ___ ______ __ ____ ______ __ ___ ___,Quraysh,Qusayy,Umayyad,,,,5,1,1,,,,
472,NQ75,____ __ ______ __ _____ __ ____ __ ____ __ ___ ____,Khazraj,Najjar,,,,,,____ ___ ___ __ _____ __ ______ __ ___ ____ __ ___,Quraysh,Qusayy,,,,,5,1,1,,,,
148,NQ28,___ ____ _______ (___ ____ __ ___),Yemen,Ash'ar,,,,,,__ _____ ___ ___ __ ____ __ ___ ______,Quraysh,Qusayy,Hashim,Abbasid,,,6,1,,,,,
135,NQ26,___ ____ ___ ____ __ ___,Yemen,Ash'ar,,,,,,__ _____ ___ ___ __ ____ __ ___ ______,Quraysh,Qusayy,Hashim,Abbasid,,,6,1,,,,,
562,NQ88,____ __ ____ __ ____ __ ____ __ _____ __ _____ __ ____ __ ___ __ ____ __ ______,Khazraj,Najjar,Mazin,,,,,____ ___ _____ __ ______ __ ___ ______,Quraysh,Qusayy,Hashim,,,,6,2,,,,,
779,NQ123,____ __ ____ ______,Kinana,,,,,,,__ _____ ___ ___ _____ __ ___,Quraysh,Qusayy,Umayyad,Sufyanid,,,6,,,,,,
785,NQ125,___ ____ __ _____ __ ___ ____ __ _____ ______,Thaqif,,,,,,,__ _____ ___ ___ _____ __ ___,Quraysh,Qusayy,Umayyad,Sufyanid,,,6,1,,,,,
792,NQ126,____ __ ______ __ ____ ______,Thaqif,,,,,,,____ ___ ___ _____ __ ___ __ ____,Quraysh,Qusayy,Umayyad,Sufyanid,,,6,,,,,,
795,NQ126,___ ___ __ ____ __ _____ ______ (__ ____ __ ____ __ ____ __ ____ __ ___ __ ___ __ ___),Thaqif,,,,,,,______ ___ ___ _____ __ ___ __ ____,Quraysh,Qusayy,Umayyad,Sufyanid,,,6,,1,,,,
343,NQ57,___ ___ __ ____ __ _____ __ ____ __ ____ __ ____ __ ____ __ ___ __ ___ __ ___,Thaqif,,,,,NQ257 - Gheyra b. Awf b. Qusay is named as Thaqif,,______ ___ ___ _____ __ ___ __ ____,Quraysh,Qusayy,Umayyad,Sufyanid,,,6,,1,,,,
868,NQ135,_____ __ ____ ______,Asad b. Khuzayma,,,,,,,____ ___ ______ __ ___ __ ____,Quraysh,Qusayy,Umayyad,,,,6,1,,,,,
764,NQ122,____ ____ __ ___ __ (____ ______),Asad b. Khuzayma ,,,,,NQ123 has his tribal affiliation,,__ _____ ___ ___ _____ __ ___,Quraysh,Qusayy,Umayyad,,,,6,,,,,,
879,NQ137,____ __ _______,Confederate of Quraysh,,,,,,,_____ ___ ____ __ ___ ____ __ ____,Quraysh,Qusayy,Umayyad,,,,6,,,,,,
885,NQ138,____ __ ___ _____ __ _____ __ _____,Tha'lab (but which one?),,,,,,,____ ___ ___ ____ __ ___ ____ __ ____,Quraysh,Qusayy,Umayyad,,,,6,,,,,,
978,NQ159,____ __ ______ __ ____,Thaqif,,,,,,,____ ___ _____ __ ___ ______ __ ____,Quraysh,Qusayy,Umayyad,,,,6,3,,,,,
670,NQ113,___ ____ __ _____ __ ____ __ ____ __ ___ __ ____ __ ____ __ ___ __ ___ ___ ____,Thaqif,,,,,,,_____ ___ ____ __ ___ _____ __ ____,Quraysh,Qusayy,Umayyad,,,,6,,1,,,,
880,NQ137,___ ______ __ ______ __ _____,Thaqif,,,,,,,_____ ___ ____ __ ___ ____ __ ____,Quraysh,Qusayy,Umayyad,,,,6,,,,,,
